chr	Start	End	Deletion_Size
3R	30824 	 30924 	 100
3R 	 43920 	 43957 	 37
3R 	 44390 	 44499 	 109
3R 	 52704 	 52789 	 85
3R 	 53139 	 53184 	 45
3R 	 60000 	 60127 	 127
3R 	 69134 	 69233 	 99
3R 	 88678 	 88766 	 88
3R 	 95427 	 95466 	 39
3R 	 103004 	 103036 	 32
3R 	 114020 	 114053 	 33
3R 	 119565 	 119660 	 95
3R 	 122566 	 122625 	 59
3R 	 127063 	 127164 	 101
3R 	 129269 	 129352 	 83
3R 	 144885 	 144996 	 111
3R 	 158133 	 158252 	 119
3R 	 165631 	 165674 	 43
3R 	 167166 	 167237 	 71
3R 	 168555 	 168639 	 84
3R	168925 	 168935 	 10
3R 	 189053 	 189145 	 92
3R 	 201353 	 201427 	 74
3R 	 213886 	 213951 	 65
3R 	 221836 	 221941 	 105
3R 	 258165 	 258282 	 117
3R 	 268481 	 268538 	 57
3R 	 287558 	 287662 	 104
3R 	 289057 	 289100 	 43
3R 	 301860 	 301989 	 129
3R 	 304989 	 305068 	 79
3R 	 324238 	 324359 	 121
3R 	 337332 	 337418 	 86
3R 	 343238 	 343356 	 118
3R 	 346836 	 346939 	 103
3R 	 360506 	 360550 	 44
3R 	 372136 	 372193 	 57
3R 	 373824 	 373863 	 39
3R 	 383259 	 383382 	 123
3R 	 387462 	 387582 	 120
3R 	 396821 	 396897 	 76
3R 	 401719 	 401759 	 40
3R 	 442140 	 442219 	 79
3R 	 453631 	 453735 	 104
3R 	 461228 	 461304 	 76
3R 	 468343 	 468393 	 50
3R 	 486649 	 486737 	 88
3R 	 488877 	 488937 	 60
3R	492333 	 492778 	 445
3R 	 494095 	 494165 	 70
3R 	 498369 	 498421 	 52
3R 	 499999 	 500057 	 58
3R 	 508553 	 508591 	 38
3R 	 522447 	 522542 	 95
3R 	 527847 	 527924 	 77
3R	545559 	 548807 	 3248
3R 	 587677 	 587782 	 105
3R 	 591631 	 591743 	 112
3R	591956 	 592033 	 77
3R 	 596864 	 596973 	 109
3R 	 602040 	 602162 	 122
3R 	 613352 	 613471 	 119
3R 	 618206 	 618300 	 94
3R 	 687800 	 687907 	 107
3R 	 711617 	 711648 	 31
3R 	 711717 	 711812 	 95
3R 	 739430 	 739480 	 50
3R 	 744418 	 744453 	 35
3R 	 749081 	 749137 	 56
3R 	 766362 	 766486 	 124
3R 	 786961 	 787065 	 104
3R 	 806389 	 806469 	 80
3R 	 838800 	 838845 	 45
3R 	 851021 	 851068 	 47
3R	892016 	 893785 	 1769
3R 	 913552 	 913660 	 108
3R 	 913724 	 913835 	 111
3R 	 939376 	 939479 	 103
3R 	 943891 	 943998 	 107
3R 	 973387 	 973502 	 115
3R 	 978290 	 978410 	 120
3R 	 978346 	 978410 	 64
3R	984077 	 984137 	 60
3R 	 992866 	 992912 	 46
3R 	 999407 	 999453 	 46
3R 	 1000515 	 1000588 	 73
3R 	 1060253 	 1060328 	 75
3R 	 1082877 	 1082979 	 102
3R 	 1094715 	 1094801 	 86
3R 	 1096611 	 1096668 	 57
3R	1101682 	 1101847 	 165
3R 	 1117803 	 1117843 	 40
3R	1156727 	 1163199 	 6472
3R	1168002 	 1168891 	 889
3R 	 1177542 	 1177617 	 75
3R 	 1183751 	 1183802 	 51
3R	1199186 	 1202391 	 3205
3R	1220340 	 1224114 	 3774
3R 	 1226043 	 1226167 	 124
3R	1248767 	 1249684 	 917
3R 	 1259389 	 1259437 	 48
3R 	 1274532 	 1274651 	 119
3R	1289871 	 1298350 	 8479
3R 	 1319591 	 1319686 	 95
3R 	 1328853 	 1328884 	 31
3R 	 1334069 	 1334178 	 109
3R 	 1353712 	 1353800 	 88
3R 	 1385300 	 1385363 	 63
3R 	 1406397 	 1406521 	 124
3R 	 1427446 	 1427568 	 122
3R 	 1461865 	 1461915 	 50
3R 	 1468766 	 1468865 	 99
3R 	 1470161 	 1470269 	 108
3R 	 1494547 	 1494659 	 112
3R 	 1495186 	 1495299 	 113
3R 	 1495612 	 1495679 	 67
3R 	 1501470 	 1501529 	 59
3R 	 1502253 	 1502369 	 116
3R 	 1508999 	 1509084 	 85
3R 	 1515797 	 1515899 	 102
3R 	 1535031 	 1535084 	 53
3R 	 1535295 	 1535405 	 110
3R 	 1536983 	 1537035 	 52
3R 	 1538478 	 1538532 	 54
3R 	 1555518 	 1555594 	 76
3R 	 1558043 	 1558165 	 122
3R 	 1559214 	 1559324 	 110
3R 	 1568778 	 1568844 	 66
3R 	 1578189 	 1578250 	 61
3R	1593662 	 1593719 	 57
3R 	 1597365 	 1597463 	 98
3R	1621079 	 1621187 	 108
3R 	 1625318 	 1625369 	 51
3R 	 1626259 	 1626292 	 33
3R 	 1634910 	 1634975 	 65
3R 	 1639236 	 1639285 	 49
3R 	 1645205 	 1645266 	 61
3R 	 1728906 	 1728955 	 49
3R 	 1748486 	 1748548 	 62
3R 	 1785288 	 1785367 	 79
3R 	 1796054 	 1796157 	 103
3R 	 1816865 	 1816911 	 46
3R 	 1828556 	 1828639 	 83
3R	1833588 	 1839862 	 6274
3R	1844504 	 1844677 	 173
3R	1856941 	 1857045 	 104
3R	1864421 	 1865306 	 885
3R	1869372 	 1874519 	 5147
3R 	 1882401 	 1882461 	 60
3R 	 1885946 	 1886043 	 97
3R 	 1894364 	 1894401 	 37
3R 	 1899062 	 1899180 	 118
3R 	 1906490 	 1906526 	 36
3R 	 1940272 	 1940369 	 97
3R 	 1944076 	 1944108 	 32
3R 	 1954651 	 1954771 	 120
3R 	 1975781 	 1975827 	 46
3R 	 1992132 	 1992232 	 100
3R 	 2009711 	 2009785 	 74
3R 	 2016751 	 2016809 	 58
3R 	 2020431 	 2020511 	 80
3R 	 2031906 	 2031978 	 72
3R 	 2033823 	 2033877 	 54
3R 	 2040110 	 2040156 	 46
3R 	 2043767 	 2043869 	 102
3R 	 2054357 	 2054416 	 59
3R 	 2073246 	 2073315 	 69
3R 	 2075067 	 2075136 	 69
3R	2099420 	 2100671 	 1251
3R 	 2114020 	 2114058 	 38
3R 	 2122212 	 2122245 	 33
3R 	 2148217 	 2148287 	 70
3R 	 2153842 	 2153876 	 34
3R 	 2156321 	 2156399 	 78
3R	2158238 	 2159400 	 1162
3R 	 2171644 	 2171674 	 30
3R 	 2184042 	 2184111 	 69
3R 	 2191009 	 2191111 	 102
3R 	 2206456 	 2206568 	 112
3R 	 2222352 	 2222468 	 116
3R 	 2230799 	 2230908 	 109
3R 	 2241402 	 2241454 	 52
3R 	 2247656 	 2247730 	 74
3R 	 2251772 	 2251844 	 72
3R	2261551 	 2261757 	 206
3R 	 2268637 	 2268748 	 111
3R 	 2286329 	 2286449 	 120
3R 	 2307204 	 2307314 	 110
3R 	 2327093 	 2327176 	 83
3R 	 2340814 	 2340935 	 121
3R 	 2346139 	 2346226 	 87
3R 	 2377181 	 2377270 	 89
3R 	 2378233 	 2378349 	 116
3R 	 2384697 	 2384737 	 40
3R 	 2385702 	 2385811 	 109
3R 	 2409339 	 2409376 	 37
3R 	 2409471 	 2409541 	 70
3R 	 2439458 	 2439517 	 59
3R 	 2444496 	 2444617 	 121
3R 	 2445204 	 2445272 	 68
3R 	 2446528 	 2446616 	 88
3R 	 2446854 	 2446936 	 82
3R	2473362 	 2477787 	 4425
3R	2488683 	 2488783 	 100
3R	2492820 	 2494720 	 1900
3R	2498072 	 2499972 	 1900
3R	2515632 	 2516632 	 1000
3R 	 2520338 	 2520419 	 81
3R 	 2522691 	 2522786 	 95
3R 	 2527703 	 2527791 	 88
3R 	 2539430 	 2539484 	 54
3R 	 2541525 	 2541591 	 66
3R 	 2543775 	 2543862 	 87
3R 	 2564780 	 2564904 	 124
3R 	 2575630 	 2575741 	 111
3R	2576487 	 2582539 	 6052
3R 	 2595582 	 2595687 	 105
3R 	 2596170 	 2596277 	 107
3R 	 2633190 	 2633232 	 42
3R 	 2638758 	 2638880 	 122
3R	2693270 	 2693570 	 300
3R 	 2698459 	 2698499 	 40
3R 	 2711449 	 2711547 	 98
3R 	 2723649 	 2723710 	 61
3R 	 2727441 	 2727544 	 103
3R 	 2732315 	 2732422 	 107
3R 	 2742125 	 2742201 	 76
3R 	 2750209 	 2750332 	 123
3R	2768164 	 2769454 	 1290
3R	2771851 	 2775101 	 3250
3R	2775902 	 2776779 	 877
3R 	 2784160 	 2784274 	 114
3R 	 2798999 	 2799031 	 32
3R 	 2799385 	 2799479 	 94
3R 	 2802754 	 2802876 	 122
3R 	 2829792 	 2829858 	 66
3R 	 2848772 	 2848852 	 80
3R 	 2852819 	 2852885 	 66
3R 	 2874699 	 2874745 	 46
3R	2876817 	 2877823 	 1006
3R 	 2888177 	 2888233 	 56
3R 	 2914140 	 2914237 	 97
3R 	 2932973 	 2933100 	 127
3R 	 2936568 	 2936686 	 118
3R	2938928 	 2945530 	 6602
3R 	 2946355 	 2946444 	 89
3R 	 2958290 	 2958417 	 127
3R 	 2984103 	 2984230 	 127
3R	2985751 	 2985842 	 91
3R 	 3005513 	 3005636 	 123
3R 	 3008573 	 3008612 	 39
3R 	 3017330 	 3017387 	 57
3R 	 3032453 	 3032523 	 70
3R 	 3033675 	 3033732 	 57
3R 	 3039937 	 3040022 	 85
3R 	 3044369 	 3044458 	 89
3R 	 3048990 	 3049115 	 125
3R 	 3050827 	 3050878 	 51
3R 	 3051996 	 3052043 	 47
3R 	 3067059 	 3067125 	 66
3R 	 3093695 	 3093822 	 127
3R 	 3097256 	 3097286 	 30
3R 	 3117377 	 3117474 	 97
3R 	 3119233 	 3119331 	 98
3R 	 3122655 	 3122782 	 127
3R 	 3129847 	 3129946 	 99
3R 	 3135605 	 3135672 	 67
3R	3170110 	 3170304 	 194
3R 	 3199236 	 3199358 	 122
3R 	 3209805 	 3209932 	 127
3R 	 3211986 	 3212045 	 59
3R 	 3214320 	 3214366 	 46
3R 	 3214931 	 3214967 	 36
3R 	 3220184 	 3220311 	 127
3R 	 3226938 	 3227053 	 115
3R 	 3239775 	 3239805 	 30
3R 	 3256139 	 3256217 	 78
3R 	 3265247 	 3265355 	 108
3R 	 3274284 	 3274350 	 66
3R 	 3293151 	 3293207 	 56
3R	3298176 	 3298319 	 143
3R 	 3298681 	 3298752 	 71
3R 	 3315051 	 3315161 	 110
3R 	 3329818 	 3329903 	 85
3R 	 3343191 	 3343236 	 45
3R 	 3346508 	 3346635 	 127
3R 	 3362152 	 3362242 	 90
3R 	 3363000 	 3363067 	 67
3R 	 3370188 	 3370254 	 66
3R 	 3370577 	 3370609 	 32
3R 	 3374266 	 3374318 	 52
3R	3382084 	 3383440 	 1356
3R 	 3410996 	 3411079 	 83
3R 	 3414449 	 3414525 	 76
3R 	 3417017 	 3417059 	 42
3R 	 3424564 	 3424649 	 85
3R 	 3425365 	 3425458 	 93
3R 	 3436467 	 3436546 	 79
3R 	 3440640 	 3440697 	 57
3R 	 3465367 	 3465461 	 94
3R 	 3473233 	 3473277 	 44
3R 	 3493689 	 3493728 	 39
3R 	 3494636 	 3494705 	 69
3R 	 3498109 	 3498163 	 54
3R 	 3499818 	 3499930 	 112
3R 	 3532278 	 3532317 	 39
3R 	 3535004 	 3535080 	 76
3R 	 3538015 	 3538065 	 50
3R 	 3546549 	 3546623 	 74
3R 	 3557114 	 3557148 	 34
3R 	 3563386 	 3563473 	 87
3R 	 3573094 	 3573151 	 57
3R 	 3581200 	 3581316 	 116
3R	3603273 	 3603329 	 56
3R 	 3617171 	 3617288 	 117
3R	3622928 	 3632081 	 9153
3R 	 3633303 	 3633380 	 77
3R 	 3646205 	 3646272 	 67
3R 	 3651448 	 3651480 	 32
3R 	 3651504 	 3651540 	 36
3R 	 3656745 	 3656839 	 94
3R 	 3661421 	 3661511 	 90
3R 	 3669304 	 3669363 	 59
3R 	 3692372 	 3692493 	 121
3R 	 3696676 	 3696777 	 101
3R	3706815 	 3713361 	 6546
3R 	 3721154 	 3721198 	 44
3R 	 3725083 	 3725166 	 83
3R 	 3726250 	 3726366 	 116
3R	3755193 	 3755203 	 10
3R 	 3761314 	 3761433 	 119
3R 	 3768213 	 3768243 	 30
3R 	 3773578 	 3773691 	 113
3R 	 3800362 	 3800408 	 46
3R 	 3821764 	 3821881 	 117
3R 	 3822013 	 3822131 	 118
3R 	 3822144 	 3822253 	 109
3R 	 3835121 	 3835238 	 117
3R 	 3861858 	 3861893 	 35
3R 	 3894185 	 3894219 	 34
3R 	 3908588 	 3908710 	 122
3R 	 3912057 	 3912091 	 34
3R 	 3924427 	 3924502 	 75
3R 	 3935138 	 3935190 	 52
3R 	 3951353 	 3951461 	 108
3R 	 3952428 	 3952498 	 70
3R 	 3953736 	 3953792 	 56
3R 	 3975974 	 3976050 	 76
3R 	 4001355 	 4001390 	 35
3R 	 4011644 	 4011663 	 19
3R 	 4012138 	 4012178 	 40
3R 	 4022288 	 4022409 	 121
3R 	 4023971 	 4024026 	 55
3R 	 4033389 	 4033495 	 106
3R	4036278 	 4037449 	 1171
3R 	 4039999 	 4040113 	 114
3R	4054366 	 4054754 	 388
3R 	 4076004 	 4076108 	 104
3R 	 4089373 	 4089475 	 102
3R 	 4105694 	 4105811 	 117
3R 	 4117225 	 4117337 	 112
3R 	 4120137 	 4120224 	 87
3R 	 4123746 	 4123827 	 81
3R 	 4126437 	 4126532 	 95
3R 	 4136735 	 4136787 	 52
3R 	 4143084 	 4143180 	 96
3R 	 4149598 	 4149721 	 123
3R	4161794 	 4167251 	 5457
3R 	 4174278 	 4174307 	 29
3R	4176920 	 4177153 	 233
3R	4192740 	 4192834 	 94
3R	4193252 	 4196552 	 3300
3R 	 4204054 	 4204167 	 113
3R	4205513 	 4205975 	 462
3R 	 4210788 	 4210904 	 116
3R 	 4217772 	 4217875 	 103
3R 	 4261569 	 4261604 	 35
3R 	 4267731 	 4267837 	 106
3R	4298931 	 4305564 	 6633
3R	4310057 	 4310604 	 547
3R	4359430 	 4359894 	 464
3R 	 4367820 	 4367936 	 116
3R 	 4372267 	 4372389 	 122
3R	4385370 	 4392546 	 7176
3R	4399353 	 4399511 	 158
3R	4403931 	 4407619 	 3688
3R 	 4412136 	 4412172 	 36
3R 	 4412527 	 4412638 	 111
3R	4429359 	 4437963 	 8604
3R	4446514 	 4450190 	 3676
3R 	 4496282 	 4496398 	 116
3R	4527149 	 4527486 	 337
3R	4556070 	 4556172 	 102
3R 	 4570284 	 4570383 	 99
3R 	 4576811 	 4576920 	 109
3R	4601219 	 4605916 	 4697
3R 	 4610481 	 4610566 	 85
3R 	 4619576 	 4619678 	 102
3R	4637157 	 4638048 	 891
3R	4642081 	 4646412 	 4331
3R 	 4683356 	 4683416 	 60
3R	4686300 	 4687138 	 838
3R	4719968 	 4722710 	 2742
3R	4733845 	 4739687 	 5842
3R 	 4747318 	 4747436 	 118
3R 	 4753805 	 4753897 	 92
3R 	 4758141 	 4758244 	 103
3R	4783162 	 4783423 	 261
3R	4802272 	 4803831 	 1559
3R	4806980 	 4821500 	 14520
3R 	 4824730 	 4824854 	 124
3R	4829663 	 4838424 	 8761
3R	4844262 	 4844526 	 264
3R 	 4884983 	 4885104 	 121
3R 	 4894377 	 4894428 	 51
3R	4896009 	 4896271 	 262
3R 	 4897214 	 4897321 	 107
3R	4916075 	 4929823 	 13748
3R	4959714 	 4963694 	 3980
3R	4972282 	 4973249 	 967
3R	4980689 	 4980738 	 49
3R 	 4996101 	 4996211 	 110
3R 	 5002209 	 5002246 	 37
3R 	 5008268 	 5008301 	 33
3R 	 5012498 	 5012619 	 121
3R	5037589 	 5040925 	 3336
3R 	 5048658 	 5048774 	 116
3R 	 5051413 	 5051502 	 89
3R 	 5087572 	 5087695 	 123
3R 	 5098244 	 5098337 	 93
3R	5119048 	 5135897 	 16849
3R 	 5139064 	 5139177 	 113
3R 	 5165804 	 5165928 	 124
3R 	 5178026 	 5178127 	 101
3R	5234123 	 5240444 	 6321
3R	5266774 	 5294305 	 27531
3R	5300704 	 5311138 	 10434
3R 	 5312091 	 5312209 	 118
3R	5319138 	 5329992 	 10854
3R	5402446 	 5402907 	 461
3R	5405830 	 5409018 	 3188
3R 	 5428641 	 5428749 	 108
3R	5435072 	 5440135 	 5063
3R	5497867 	 5498304 	 437
3R	5498798 	 5499645 	 847
3R	5503235 	 5509081 	 5846
3R	5520579 	 5520784 	 205
3R	5570250 	 5570947 	 697
3R 	 5609473 	 5609571 	 98
3R 	 5614620 	 5614735 	 115
3R	5666063 	 5681674 	 15611
3R 	 5682109 	 5682210 	 101
3R 	 5699567 	 5699691 	 124
3R	5771938 	 5774286 	 2348
3R	5783991 	 5784368 	 377
3R	5802746 	 5820677 	 17931
3R	5821280 	 5833003 	 11723
3R	5848467 	 5849303 	 836
3R	5874515 	 5874565 	 50
3R	5890459 	 5901095 	 10636
3R	5903613 	 5904676 	 1063
3R	5936886 	 5940302 	 3416
3R	5956456 	 5961039 	 4583
3R	5961654 	 5967147 	 5493
3R 	 6001977 	 6002090 	 113
3R 	 6011252 	 6011373 	 121
3R 	 6012715 	 6012831 	 116
3R 	 6023441 	 6023562 	 121
3R	6031435 	 6038205 	 6770
3R	6039898 	 6040082 	 184
3R	6041298 	 6051598 	 10300
3R	6053189 	 6054144 	 955
3R 	 6077084 	 6077181 	 97
3R 	 6129460 	 6129568 	 108
3R	6144872 	 6145006 	 134
3R 	 6149747 	 6149852 	 105
3R	6183138 	 6183515 	 377
3R 	 6199404 	 6199502 	 98
3R 	 6224768 	 6224869 	 101
3R	6241190 	 6241656 	 466
3R	6244376 	 6244628 	 252
3R 	 6254069 	 6254168 	 99
3R 	 6265037 	 6265147 	 110
3R	6279138 	 6280897 	 1759
3R 	 6327733 	 6327833 	 100
3R 	 6333839 	 6333961 	 122
3R 	 6360820 	 6360923 	 103
3R	6368895 	 6375048 	 6153
3R 	 6385172 	 6385285 	 113
3R 	 6411224 	 6411343 	 119
3R 	 6418764 	 6418852 	 88
3R	6420837 	 6421239 	 402
3R	6431817 	 6432247 	 430
3R 	 6445966 	 6446090 	 124
3R	6472890 	 6476479 	 3589
3R	6483322 	 6483370 	 48
3R	6494901 	 6495260 	 359
3R	6496700 	 6504546 	 7846
3R 	 6505066 	 6505173 	 107
3R 	 6512467 	 6512541 	 74
3R 	 6514096 	 6514148 	 52
3R 	 6536342 	 6536459 	 117
3R 	 6570554 	 6570632 	 78
3R 	 6585892 	 6585940 	 48
3R	6597931 	 6603573 	 5642
3R	6636715 	 6636808 	 93
3R 	 6646041 	 6646156 	 115
3R	6657655 	 6661513 	 3858
3R 	 6682532 	 6682637 	 105
3R	6684349 	 6684652 	 303
3R 	 6691712 	 6691836 	 124
3R	6715649 	 6717107 	 1458
3R	6774688 	 6774837 	 149
3R	6776089 	 6776225 	 136
3R 	 6778301 	 6778400 	 99
3R	6784336 	 6784582 	 246
3R	6787910 	 6789384 	 1474
3R	6790437 	 6791208 	 771
3R	6807886 	 6809203 	 1317
3R 	 6845962 	 6846074 	 112
3R	6878864 	 6879000 	 136
3R 	 6882554 	 6882671 	 117
3R	6911691 	 6913046 	 1355
3R	6966068 	 6967674 	 1606
3R 	 6976562 	 6976685 	 123
3R	6988306 	 6998436 	 10130
3R	7023436 	 7023585 	 149
3R	7028723 	 7030591 	 1868
3R	7086476 	 7092687 	 6211
3R	7105132 	 7107594 	 2462
3R	7117172 	 7117780 	 608
3R 	 7117786 	 7117853 	 67
3R	7162706 	 7164783 	 2077
3R 	 7166320 	 7166391 	 71
3R 	 7199531 	 7199649 	 118
3R	7247107 	 7256279 	 9172
3R	7266993 	 7279960 	 12967
3R	7289172 	 7289229 	 57
3R	7298071 	 7298357 	 286
3R	7340203 	 7341620 	 1417
3R	7346584 	 7346827 	 243
3R	7364918 	 7374389 	 9471
3R	7380918 	 7394537 	 13619
3R	7400418 	 7402598 	 2180
3R 	 7415467 	 7415567 	 100
3R	7440624 	 7441162 	 538
3R	7494178 	 7500119 	 5941
3R 	 7512029 	 7512133 	 104
3R	7541972 	 7542052 	 80
3R	7544122 	 7544947 	 825
3R 	 7562726 	 7562759 	 33
3R 	 7572841 	 7572939 	 98
3R 	 7584288 	 7584410 	 122
3R 	 7604211 	 7604327 	 116
3R	7607203 	 7609878 	 2675
3R	7610838 	 7620782 	 9944
3R 	 7637259 	 7637383 	 124
3R	7667996 	 7673955 	 5959
3R 	 7681961 	 7682060 	 99
3R	7685900 	 7687834 	 1934
3R 	 7689075 	 7689107 	 32
3R 	 7695934 	 7696029 	 95
3R	7721933 	 7721992 	 59
3R 	 7727230 	 7727274 	 44
3R 	 7734745 	 7734846 	 101
3R 	 7735163 	 7735234 	 71
3R 	 7741470 	 7741594 	 124
3R 	 7743836 	 7743956 	 120
3R 	 7765070 	 7765173 	 103
3R 	 7809487 	 7809607 	 120
3R 	 7848877 	 7848975 	 98
3R 	 7853438 	 7853560 	 122
3R	7865220 	 7869313 	 4093
3R	7870083 	 7873638 	 3555
3R 	 7883548 	 7883651 	 103
3R 	 7939848 	 7939973 	 125
3R	7945069 	 7945124 	 55
3R	7948276 	 7956323 	 8047
3R	7960349 	 7963950 	 3601
3R	8001606 	 8004834 	 3228
3R	8005801 	 8007225 	 1424
3R	8017307 	 8024413 	 7106
3R	8027140 	 8027373 	 233
3R	8064366 	 8064427 	 61
3R 	 8100870 	 8100967 	 97
3R 	 8106675 	 8106772 	 97
3R	8117475 	 8119774 	 2299
3R	8175649 	 8176605 	 956
3R	8194117 	 8194181 	 64
3R 	 8274280 	 8274382 	 102
3R 	 8277877 	 8277999 	 122
3R 	 8284423 	 8284534 	 111
3R 	 8310265 	 8310387 	 122
3R	8313925 	 8322891 	 8966
3R	8325980 	 8326051 	 71
3R 	 8353198 	 8353297 	 99
3R	8355546 	 8361193 	 5647
3R	8362759 	 8385792 	 23033
3R 	 8424982 	 8425097 	 115
3R 	 8427135 	 8427256 	 121
3R	8433676 	 8454072 	 20396
3R	8456615 	 8460794 	 4179
3R	8470394 	 8472557 	 2163
3R 	 8477764 	 8477892 	 128
3R 	 8491008 	 8491127 	 119
3R 	 8553225 	 8553348 	 123
3R	8554373 	 8558602 	 4229
3R	8562017 	 8567536 	 5519
3R 	 8572709 	 8572832 	 123
3R 	 8597958 	 8598075 	 117
3R 	 8604818 	 8604901 	 83
3R 	 8607413 	 8607497 	 84
3R 	 8608875 	 8608991 	 116
3R 	 8616821 	 8616941 	 120
3R	8616995 	 8617048 	 53
3R	8617747 	 8635071 	 17324
3R	8636359 	 8636471 	 112
3R	8645992 	 8646317 	 325
3R 	 8655967 	 8656076 	 109
3R	8661793 	 8662064 	 271
3R	8703306 	 8704988 	 1682
3R 	 8709119 	 8709239 	 120
3R	8728186 	 8729468 	 1282
3R	8738809 	 8738873 	 64
3R	8786126 	 8791881 	 5755
3R 	 8813963 	 8814085 	 122
3R	8821794 	 8823042 	 1248
3R	8823997 	 8832466 	 8469
3R	8845398 	 8846068 	 670
3R	8852116 	 8853805 	 1689
3R	8855488 	 8862149 	 6661
3R 	 8871768 	 8871815 	 47
3R 	 8872384 	 8872474 	 90
3R 	 8890762 	 8890874 	 112
3R 	 8946626 	 8946748 	 122
3R 	 8962341 	 8962464 	 123
3R	8997232 	 9008164 	 10932
3R	9011166 	 9011656 	 490
3R	9018235 	 9018505 	 270
3R	9053783 	 9056036 	 2253
3R 	 9063615 	 9063728 	 113
3R	9095927 	 9115224 	 19297
3R	9115608 	 9116333 	 725
3R	9116570 	 9116759 	 189
3R	9127171 	 9130625 	 3454
3R 	 9154178 	 9154302 	 124
3R	9174391 	 9174794 	 403
3R	9194276 	 9194602 	 326
3R 	 9195202 	 9195324 	 122
3R	9265318 	 9267374 	 2056
3R 	 9281712 	 9281775 	 63
3R	9284946 	 9295004 	 10058
3R 	 9302194 	 9302308 	 114
3R 	 9306312 	 9306390 	 78
3R	9311916 	 9312972 	 1056
3R	9329233 	 9329288 	 55
3R 	 9345442 	 9345551 	 109
3R 	 9361293 	 9361400 	 107
3R	9364466 	 9372075 	 7609
3R	9384306 	 9405404 	 21098
3R	9440139 	 9450051 	 9912
3R	9451857 	 9452512 	 655
3R 	 9456670 	 9456768 	 98
3R	9457762 	 9460454 	 2692
3R 	 9471720 	 9471837 	 117
3R	9542294 	 9543364 	 1070
3R	9545581 	 9546158 	 577
3R 	 9614427 	 9614549 	 122
3R	9616764 	 9629161 	 12397
3R	9650326 	 9653523 	 3197
3R 	 9658380 	 9658493 	 113
3R 	 9660990 	 9661101 	 111
3R 	 9669941 	 9670062 	 121
3R	9679594 	 9680412 	 818
3R	9683171 	 9683222 	 51
3R 	 9686429 	 9686488 	 59
3R 	 9688151 	 9688235 	 84
3R 	 9693749 	 9693791 	 42
3R 	 9696054 	 9696121 	 67
3R 	 9811435 	 9811549 	 114
3R 	 9848237 	 9848361 	 124
3R	9864250 	 9873284 	 9034
3R	9885496 	 9895620 	 10124
3R	9904134 	 9904997 	 863
3R	9915132 	 9915741 	 609
3R 	 9941640 	 9941764 	 124
3R 	 9943319 	 9943418 	 99
3R 	 9981397 	 9981449 	 52
3R 	 9986275 	 9986350 	 75
3R	10020181 	 10027065 	 6884
3R	10029098 	 10030442 	 1344
3R	10033970 	 10034306 	 336
3R	10044010 	 10057920 	 13910
3R	10064682 	 10069373 	 4691
3R	10073696 	 10073747 	 51
3R	10084892 	 10089978 	 5086
3R	10093224 	 10102129 	 8905
3R	10174352 	 10177645 	 3293
3R	10189482 	 10189719 	 237
3R 	 10227089 	 10227129 	 40
3R 	 10227295 	 10227381 	 86
3R	10228295 	 10232446 	 4151
3R 	 10237833 	 10237941 	 108
3R	10245119 	 10251135 	 6016
3R 	 10256446 	 10256550 	 104
3R 	 10306233 	 10306341 	 108
3R	10332326 	 10337320 	 4994
3R 	 10339369 	 10339448 	 79
3R 	 10350035 	 10350135 	 100
3R	10351825 	 10360459 	 8634
3R	10362459 	 10363784 	 1325
3R	10371305 	 10372739 	 1434
3R	10374865 	 10378039 	 3174
3R 	 10380355 	 10380477 	 122
3R	10387216 	 10390820 	 3604
3R 	 10391541 	 10391639 	 98
3R 	 10412412 	 10412516 	 104
3R	10415303 	 10415611 	 308
3R	10428028 	 10429717 	 1689
3R	10469530 	 10469675 	 145
3R	10500250 	 10500945 	 695
3R	10502780 	 10503154 	 374
3R	10548021 	 10548126 	 105
3R 	 10565910 	 10566033 	 123
3R 	 10584906 	 10585011 	 105
3R	10585534 	 10586155 	 621
3R 	 10642167 	 10642283 	 116
3R 	 10646843 	 10646966 	 123
3R	10656334 	 10658562 	 2228
3R	10670505 	 10678065 	 7560
3R	10687370 	 10692446 	 5076
3R	10693089 	 10712779 	 19690
3R	10738283 	 10739238 	 955
3R	10742158 	 10754170 	 12012
3R	10782589 	 10793828 	 11239
3R	10794507 	 10795579 	 1072
3R 	 10803866 	 10803940 	 74
3R	10815308 	 10815355 	 47
3R	10816934 	 10817784 	 850
3R	10847328 	 10848479 	 1151
3R	10855984 	 10861831 	 5847
3R	10863878 	 10877789 	 13911
3R	10878342 	 10879698 	 1356
3R	10893419 	 10894934 	 1515
3R	10917470 	 10919988 	 2518
3R 	 10936156 	 10936255 	 99
3R	10949617 	 10958207 	 8590
3R 	 10959451 	 10959539 	 88
3R 	 10961800 	 10961835 	 35
3R 	 10968798 	 10968837 	 39
3R	11002137 	 11003765 	 1628
3R	11004382 	 11007099 	 2717
3R	11042766 	 11043639 	 873
3R 	 11094186 	 11094263 	 77
3R 	 11097034 	 11097083 	 49
3R	11100642 	 11106796 	 6154
3R 	 11108317 	 11108438 	 121
3R 	 11120047 	 11120167 	 120
3R	11135139 	 11135189 	 50
3R 	 11184789 	 11184890 	 101
3R 	 11196077 	 11196198 	 121
3R	11222958 	 11224342 	 1384
3R	11235799 	 11235987 	 188
3R 	 11237294 	 11237403 	 109
3R	11245003 	 11245187 	 184
